name,t_ms,num_dependent_lines,num_lines,num_deps
..\..\third_party\blink\renderer\core\animation\animation_input_helpers.cc,3404,199491,287,582
..\..\third_party\blink\renderer\core\animation\animation_time_delta.cc,733,30434,41,58
..\..\third_party\blink\renderer\core\animation\basic_shape_interpolation_functions.cc,5068,250487,590,880
..\..\third_party\blink\renderer\core\animation\color_property_functions.cc,4301,221479,212,702
..\..\third_party\blink\renderer\core\animation\compositor_animations.cc,9649,376417,765,1530
..\..\third_party\blink\renderer\core\animation\css\compositor_keyframe_value_factory.cc,4097,222389,96,712
..\..\third_party\blink\renderer\core\animation\css\css_animation.cc,3667,222754,26,695
..\..\third_party\blink\renderer\core\animation\css\css_animation_data.cc,1666,118572,47,228
..\..\third_party\blink\renderer\core\animation\css\css_animation_update.cc,6854,281840,76,977
..\..\third_party\blink\renderer\core\animation\css\css_animations.cc,11176,386921,1354,1573
..\..\third_party\blink\renderer\core\animation\css\css_timing_data.cc,1646,117590,50,225
..\..\third_party\blink\renderer\core\animation\css\css_transition.cc,3650,222756,28,695
..\..\third_party\blink\renderer\core\animation\css\css_transition_data.cc,1813,137284,31,329
..\..\third_party\blink\renderer\core\animation\css_angle_interpolation_type.cc,4691,249701,37,873
..\..\third_party\blink\renderer\core\animation\css_basic_shape_interpolation_type.cc,6556,290126,190,1046
..\..\third_party\blink\renderer\core\animation\css_border_image_length_box_interpolation_type.cc,7102,291861,403,1046
..\..\third_party\blink\renderer\core\animation\css_clip_interpolation_type.cc,6564,291687,292,1044
..\..\third_party\blink\renderer\core\animation\css_color_interpolation_type.cc,6664,291631,333,1044
..\..\third_party\blink\renderer\core\animation\css_custom_length_interpolation_type.cc,4793,249722,38,873
..\..\third_party\blink\renderer\core\animation\css_custom_list_interpolation_type.cc,5262,250178,158,878
..\..\third_party\blink\renderer\core\animation\css_default_interpolation_type.cc,4730,249587,55,872
..\..\third_party\blink\renderer\core\animation\css_filter_list_interpolation_type.cc,6748,291840,358,1045
