name,t_ms,num_dependent_lines,num_lines,num_deps
gen\services\network\public\mojom\network_interface.mojom.cc,1739,153981,110,362
gen\services\network\public\mojom\network_quality_estimator_manager.mojom-test-utils.cc,2476,199487,62,613
gen\services\network\public\mojom\network_quality_estimator_manager.mojom.cc,2621,204760,327,626
gen\services\network\public\mojom\network_service.mojom-test-utils.cc,4289,277442,274,925
gen\services\network\public\mojom\network_service.mojom.cc,7747,286244,4194,998
gen\services\network\public\mojom\network_service_test.mojom-test-utils.cc,2902,201052,245,623
gen\services\network\public\mojom\network_service_test.mojom.cc,3853,207885,3922,638
gen\services\network\public\mojom\network_types.mojom-test-utils.cc,1748,153888,37,361
gen\services\network\public\mojom\network_types.mojom.cc,1869,159025,51,373
gen\services\network\public\mojom\origin_policy_manager.mojom-test-utils.cc,2583,199445,70,614
gen\services\network\public\mojom\origin_policy_manager.mojom.cc,2908,204802,429,628
gen\services\network\public\mojom\p2p.mojom-test-utils.cc,2085,174578,124,464
gen\services\network\public\mojom\p2p.mojom.cc,2855,180118,1402,477
gen\services\network\public\mojom\p2p_trusted.mojom-test-utils.cc,1886,167732,66,430
gen\services\network\public\mojom\p2p_trusted.mojom.cc,2391,175919,458,461
gen\services\network\public\mojom\proxy_config.mojom-test-utils.cc,1667,152715,39,363
gen\services\network\public\mojom\proxy_config.mojom.cc,2125,158710,214,382
gen\services\network\public\mojom\proxy_config_with_annotation.mojom-test-utils.cc,1829,154725,92,375
gen\services\network\public\mojom\proxy_config_with_annotation.mojom.cc,2469,161062,741,396
gen\services\network\public\mojom\proxy_lookup_client.mojom-test-utils.cc,1766,156112,52,384
gen\services\network\public\mojom\proxy_lookup_client.mojom.cc,2261,162217,180,407
gen\services\network\public\mojom\proxy_resolving_socket.mojom-test-utils.cc,2354,190507,126,579
gen\services\network\public\mojom\proxy_resolving_socket.mojom.cc,2852,196363,767,600
gen\services\network\public\mojom\quic_transport.mojom-test-utils.cc,1777,148508,167,341
gen\services\network\public\mojom\quic_transport.mojom.cc,2403,155287,1495,360
gen\services\network\public\mojom\referrer_policy.mojom-test-utils.cc,1326,136776,37,273
gen\services\network\public\mojom\referrer_policy.mojom.cc,1545,142788,51,292
gen\services\network\public\mojom\restricted_cookie_manager.mojom-test-utils.cc,2278,174057,154,430
gen\services\network\public\mojom\restricted_cookie_manager.mojom.cc,3143,181116,2066,455
gen\services\network\public\mojom\site_for_cookies.mojom-test-utils.cc,1342,140831,37,290
gen\services\network\public\mojom\site_for_cookies.mojom.cc,1573,146825,84,308
gen\services\network\public\mojom\source_location.mojom-test-utils.cc,1398,137108,37,275
gen\services\network\public\mojom\source_location.mojom.cc,1572,143102,95,293
gen\services\network\public\mojom\ssl_config.mojom-test-utils.cc,1502,144888,48,323
gen\services\network\public\mojom\ssl_config.mojom.cc,2014,150914,250,340
gen\services\network\public\mojom\tcp_socket.mojom-test-utils.cc,2594,189458,275,572
gen\services\network\public\mojom\tcp_socket.mojom.cc,3421,195896,2370,590
gen\services\network\public\mojom\tls_socket.mojom-test-utils.cc,1653,147158,47,340
gen\services\network\public\mojom\tls_socket.mojom.cc,1795,153150,129,360
gen\services\network\public\mojom\udp_socket.mojom-test-utils.cc,1824,148055,243,349
gen\services\network\public\mojom\udp_socket.mojom.cc,2791,155519,2623,370
gen\services\network\public\mojom\url_loader.mojom-test-utils.cc,2863,214999,131,697
gen\services\network\public\mojom\url_loader.mojom.cc,4511,221272,1662,737
gen\services\network\public\mojom\url_loader_factory.mojom-test-utils.cc,2840,215520,63,699
gen\services\network\public\mojom\url_loader_factory.mojom.cc,3438,221206,320,741
gen\services\network\public\mojom\url_response_head.mojom-test-utils.cc,2659,208330,61,663
gen\services\network\public\mojom\url_response_head.mojom.cc,3097,213688,324,693
gen\services\network\public\mojom\ct_log_info.mojom-test-utils.cc,1307,138325,38,280
gen\services\network\public\mojom\ct_log_info.mojom.cc,1606,144331,94,299
gen\services\network\public\mojom\content_security_policy.mojom-shared.cc,1400,134786,492,257
gen\services\network\public\mojom\cookie_manager.mojom-shared.cc,2049,157953,2219,354
gen\services\network\public\mojom\cors.mojom-shared.cc,1304,133028,92,253
gen\services\network\public\mojom\cors_origin_pattern.mojom-shared.cc,1282,134047,231,257
gen\services\network\public\mojom\cross_origin_embedder_policy.mojom-shared.cc,1516,140549,221,297
gen\services\network\public\mojom\cross_origin_opener_policy.mojom-shared.cc,1203,132893,39,253
gen\services\network\public\mojom\default_credentials.mojom-shared.cc,1319,132890,37,253
gen\services\network\public\mojom\dhcp_wpad_url_client.mojom-shared.cc,1457,140625,26,299
gen\services\network\public\mojom\digitally_signed.mojom-shared.cc,1310,133165,131,253
gen\services\network\public\mojom\fetch_api.mojom-shared.cc,1251,133340,152,253
gen\services\network\public\mojom\host_resolver.mojom-shared.cc,2099,167871,1273,408
gen\services\network\public\mojom\http_raw_headers.mojom-shared.cc,1258,132997,96,253
gen\services\network\public\mojom\http_raw_request_response_info.mojom-shared.cc,1297,133375,129,255
gen\services\network\public\mojom\http_request_headers.mojom-shared.cc,1367,133153,155,253
gen\services\network\public\mojom\ip_address_space.mojom-shared.cc,1240,132896,41,253
gen\services\network\public\mojom\load_timing_info.mojom-shared.cc,1334,134081,255,255
gen\services\network\public\mojom\mdns_responder.mojom-shared.cc,1469,140418,243,297
gen\services\network\public\mojom\net_log.mojom-shared.cc,1613,142045,392,301
gen\services\network\public\mojom\network_change_manager.mojom-shared.cc,1545,140342,285,295
gen\services\network\public\mojom\network_context.mojom-shared.cc,3065,192558,8363,466
gen\services\network\public\mojom\network_interface.mojom-shared.cc,1536,140755,108,299
gen\services\network\public\mojom\network_quality_estimator_manager.mojom-shared.cc,1672,151918,150,350
gen\services\network\public\mojom\network_service.mojom-shared.cc,2568,188272,2668,476
gen\services\network\public\mojom\network_service_test.mojom-shared.cc,1882,154164,1597,354
gen\services\network\public\mojom\network_types.mojom-shared.cc,1497,145375,26,306
gen\services\network\public\mojom\origin_policy_manager.mojom-shared.cc,1784,152173,198,352
gen\services\network\public\mojom\p2p.mojom-shared.cc,1755,154129,755,358
gen\services\network\public\mojom\p2p_trusted.mojom-shared.cc,1804,153569,229,360
