name,t_ms,num_dependent_lines,num_lines,num_deps
..\..\third_party\boringssl\src\crypto\x509\x509_cmp.c,416,21865,476,47
..\..\third_party\boringssl\src\crypto\x509\x509_d2.c,169,19242,106,40
..\..\third_party\boringssl\src\crypto\x509\x509_def.c,162,19242,103,40
..\..\third_party\boringssl\src\crypto\x509\x509_ext.c,201,20535,206,43
..\..\third_party\boringssl\src\crypto\x509\x509_lu.c,453,21865,834,47
..\..\third_party\boringssl\src\crypto\x509\x509_obj.c,391,20572,198,44
..\..\third_party\boringssl\src\crypto\x509\x509_r2x.c,176,19242,116,40
..\..\third_party\boringssl\src\crypto\x509\x509_req.c,202,21054,341,46
..\..\third_party\boringssl\src\crypto\x509\x509_set.c,163,19242,169,40
..\..\third_party\boringssl\src\crypto\x509\x509_trs.c,229,20847,326,46
..\..\third_party\boringssl\src\crypto\x509\x509_txt.c,180,19242,204,40
..\..\third_party\boringssl\src\crypto\x509\x509_v3.c,211,20535,278,43
..\..\third_party\boringssl\src\crypto\x509\x509_vfy.c,473,21992,2482,49
..\..\third_party\boringssl\src\crypto\x509\x509_vpm.c,464,21936,671,48
..\..\third_party\boringssl\src\crypto\x509\x509cset.c,423,20397,210,43
..\..\third_party\boringssl\src\crypto\x509\x509name.c,391,20397,388,43
..\..\third_party\boringssl\src\crypto\x509\x509rset.c,168,19242,81,40
..\..\third_party\boringssl\src\crypto\x509\x509spki.c,191,19554,137,43
..\..\third_party\boringssl\src\crypto\x509\x_algor.c,182,20134,151,41
..\..\third_party\boringssl\src\crypto\x509\x_all.c,229,19554,399,43
..\..\third_party\boringssl\src\crypto\x509\x_attrib.c,162,20134,111,41
..\..\third_party\boringssl\src\crypto\x509\x_crl.c,439,22757,541,48
..\..\third_party\boringssl\src\crypto\x509\x_exten.c,187,20134,75,41
..\..\third_party\boringssl\src\crypto\x509\x_info.c,201,19554,98,43
..\..\third_party\boringssl\src\crypto\x509\x_name.c,414,21568,554,46
..\..\third_party\boringssl\src\crypto\x509\x_pkey.c,403,20572,106,44
..\..\third_party\boringssl\src\crypto\x509\x_pubkey.c,420,21464,368,45
..\..\third_party\boringssl\src\crypto\x509\x_req.c,193,20134,109,41
..\..\third_party\boringssl\src\crypto\x509\x_sig.c,168,20134,69,41
..\..\third_party\boringssl\src\crypto\x509\x_spki.c,177,20134,80,41
..\..\third_party\boringssl\src\crypto\x509\x_val.c,182,20134,69,41
..\..\third_party\boringssl\src\crypto\x509\x_x509.c,426,22757,334,48
..\..\third_party\boringssl\src\crypto\x509\x_x509a.c,174,20134,198,41
..\..\third_party\boringssl\src\crypto\x509v3\pcy_cache.c,453,22082,286,48
..\..\third_party\boringssl\src\crypto\x509v3\pcy_data.c,209,21064,130,47
..\..\third_party\boringssl\src\crypto\x509v3\pcy_lib.c,197,20752,155,44
..\..\third_party\boringssl\src\crypto\x509v3\pcy_map.c,208,20752,130,44
..\..\third_party\boringssl\src\crypto\x509v3\pcy_node.c,203,21064,189,47
..\..\third_party\boringssl\src\crypto\x509v3\pcy_tree.c,423,22082,842,48
..\..\third_party\boringssl\src\crypto\x509v3\v3_akey.c,271,21795,207,48
..\..\third_party\boringssl\src\crypto\x509v3\v3_akeya.c,187,21427,72,44
..\..\third_party\boringssl\src\crypto\x509v3\v3_alt.c,254,20903,629,47
..\..\third_party\boringssl\src\crypto\x509v3\v3_bcons.c,199,21427,133,44
..\..\third_party\boringssl\src\crypto\x509v3\v3_bitst.c,201,20535,141,43
..\..\third_party\boringssl\src\crypto\x509v3\v3_conf.c,446,21921,463,48
..\..\third_party\boringssl\src\crypto\x509v3\v3_cpols.c,280,22012,503,49
..\..\third_party\boringssl\src\crypto\x509v3\v3_crld.c,222,21739,561,47
..\..\third_party\boringssl\src\crypto\x509v3\v3_enum.c,177,20847,100,46
..\..\third_party\boringssl\src\crypto\x509v3\v3_extku.c,182,21427,148,44
..\..\third_party\boringssl\src\crypto\x509v3\v3_genn.c,191,21427,246,44
..\..\third_party\boringssl\src\crypto\x509v3\v3_ia5.c,407,21865,122,47
..\..\third_party\boringssl\src\crypto\x509v3\v3_info.c,198,21739,218,47
..\..\third_party\boringssl\src\crypto\x509v3\v3_int.c,178,20535,91,43
..\..\third_party\boringssl\src\crypto\x509v3\v3_lib.c,191,20988,371,47
..\..\third_party\boringssl\src\crypto\x509v3\v3_ncons.c,432,22757,501,48
..\..\third_party\boringssl\src\crypto\x509v3\v3_ocsp.c,186,20535,68,43
..\..\third_party\boringssl\src\crypto\x509v3\v3_pci.c,423,21921,288,48
..\..\third_party\boringssl\src\crypto\x509v3\v3_pcia.c,199,21427,57,44
..\..\third_party\boringssl\src\crypto\x509v3\v3_pcons.c,203,21427,139,44
..\..\third_party\boringssl\src\crypto\x509v3\v3_pku.c,178,21739,110,47
..\..\third_party\boringssl\src\crypto\x509v3\v3_pmaps.c,189,21427,154,44
..\..\third_party\boringssl\src\crypto\x509v3\v3_prn.c,198,20847,229,46
..\..\third_party\boringssl\src\crypto\x509v3\v3_purp.c,476,21865,843,47
..\..\third_party\boringssl\src\crypto\x509v3\v3_skey.c,194,20591,155,44
..\..\third_party\boringssl\src\crypto\x509v3\v3_sxnet.c,253,21739,274,47
..\..\third_party\boringssl\src\crypto\x509v3\v3_utl.c,496,21952,1395,49
..\..\third_party\boringssl\src\third_party\fiat\curve25519.c,557,15069,2167,22
..\..\third_party\boringssl\src\ssl\bio_ssl.cc,492,65603,179,87
..\..\third_party\boringssl\src\ssl\d1_both.cc,887,71951,841,93
..\..\third_party\boringssl\src\ssl\d1_lib.cc,974,71826,268,92
..\..\third_party\boringssl\src\ssl\d1_pkt.cc,848,71951,273,93
..\..\third_party\boringssl\src\ssl\d1_srtp.cc,919,71826,232,92
..\..\third_party\boringssl\src\ssl\dtls_method.cc,875,71826,191,92
..\..\third_party\boringssl\src\ssl\dtls_record.cc,855,71826,353,92
..\..\third_party\boringssl\src\ssl\handoff.cc,872,71826,489,92
..\..\third_party\boringssl\src\ssl\handshake.cc,953,71951,691,93
..\..\third_party\boringssl\src\ssl\handshake_client.cc,924,72060,1870,94
..\..\third_party\boringssl\src\ssl\handshake_server.cc,1019,72060,1800,94
..\..\third_party\boringssl\src\ssl\s3_both.cc,884,72060,724,94
..\..\third_party\boringssl\src\ssl\s3_lib.cc,867,71935,221,93
..\..\third_party\boringssl\src\ssl\s3_pkt.cc,871,71951,458,93
..\..\third_party\boringssl\src\ssl\ssl_aead_ctx.cc,841,71951,432,93
..\..\third_party\boringssl\src\ssl\ssl_asn1.cc,901,71826,827,92
..\..\third_party\boringssl\src\ssl\ssl_buffer.cc,814,71826,287,92
..\..\third_party\boringssl\src\ssl\ssl_cert.cc,961,71826,1015,92
..\..\third_party\boringssl\src\ssl\ssl_cipher.cc,889,71935,1718,93
..\..\third_party\boringssl\src\ssl\ssl_file.cc,879,71826,585,92
..\..\third_party\boringssl\src\ssl\ssl_key_share.cc,879,72332,397,95
..\..\third_party\boringssl\src\ssl\ssl_lib.cc,1195,71951,3016,93
..\..\third_party\boringssl\src\ssl\ssl_privkey.cc,898,71826,824,92
..\..\third_party\boringssl\src\ssl\ssl_session.cc,1035,71951,1274,93
..\..\third_party\boringssl\src\ssl\ssl_stat.cc,805,71826,224,92
..\..\third_party\boringssl\src\ssl\ssl_transcript.cc,863,71826,277,92
..\..\third_party\boringssl\src\ssl\ssl_versions.cc,849,71826,394,92
..\..\third_party\boringssl\src\ssl\ssl_x509.cc,1117,72837,1377,94
..\..\third_party\boringssl\src\ssl\t1_enc.cc,894,72099,361,95
..\..\third_party\boringssl\src\ssl\t1_lib.cc,1126,71992,4036,94
..\..\third_party\boringssl\src\ssl\tls13_both.cc,928,71890,689,93
..\..\third_party\boringssl\src\ssl\tls13_client.cc,937,71826,947,92
..\..\third_party\boringssl\src\ssl\tls13_enc.cc,950,71890,561,93
..\..\third_party\boringssl\src\ssl\tls13_server.cc,933,71951,1089,93
..\..\third_party\boringssl\src\ssl\tls_method.cc,831,71826,279,92
..\..\third_party\boringssl\src\ssl\tls_record.cc,914,71826,698,92
..\..\third_party\nasm\asm\assemble.c,788,8005,3008,34
..\..\third_party\nasm\asm\directbl.c,114,2543,126,15
..\..\third_party\nasm\asm\directiv.c,226,8348,515,35
..\..\third_party\nasm\asm\error.c,144,2554,222,14
..\..\third_party\nasm\asm\eval.c,466,7807,1028,32
..\..\third_party\nasm\asm\exprdump.c,134,7026,79,25
..\..\third_party\nasm\asm\exprlib.c,166,7026,200,25
..\..\third_party\nasm\asm\float.c,362,7220,950,27
..\..\third_party\nasm\asm\labels.c,259,7166,652,26
..\..\third_party\nasm\asm\listing.c,235,7279,355,27
..\..\third_party\nasm\asm\parser.c,399,8044,1208,36
..\..\third_party\nasm\asm\pptok.c,130,2713,511,16
..\..\third_party\nasm\asm\pragma.c,169,7704,274,30
..\..\third_party\nasm\asm\preproc-nop.c,187,7279,195,27
..\..\third_party\nasm\asm\preproc.c,1588,7432,5427,31
..\..\third_party\nasm\asm\quote.c,230,2458,479,14
..\..\third_party\nasm\asm\rdstrnum.c,153,7026,68,25
..\..\third_party\nasm\asm\segalloc.c,134,7653,51,30
..\..\third_party\nasm\asm\stdscan.c,247,7886,350,33
..\..\third_party\nasm\asm\strfunc.c,192,7026,359,25
..\..\third_party\nasm\asm\tokhash.c,238,7702,6431,31
..\..\third_party\nasm\common\common.c,142,7653,64,30
..\..\third_party\nasm\disasm\disasm.c,620,7817,1765,34
..\..\third_party\nasm\disasm\sync.c,161,2459,132,14
..\..\third_party\nasm\macros\macros.c,150,7405,641,26
..\..\third_party\nasm\nasmlib\badenum.c,135,2414,43,13
..\..\third_party\nasm\nasmlib\bsi.c,124,2414,77,13
..\..\third_party\nasm\nasmlib\crc64.c,125,2500,189,14
..\..\third_party\nasm\nasmlib\file.c,179,2682,228,15
..\..\third_party\nasm\nasmlib\filename.c,134,2554,63,14
..\..\third_party\nasm\nasmlib\hashtbl.c,180,7026,256,25
..\..\third_party\nasm\nasmlib\ilog2.c,139,1943,2,12
..\..\third_party\nasm\nasmlib\malloc.c,152,2554,163,14
..\..\third_party\nasm\nasmlib\md5c.c,217,1760,247,12
..\..\third_party\nasm\nasmlib\mmap.c,123,2682,139,15
..\..\third_party\nasm\nasmlib\path.c,138,2554,186,14
..\..\third_party\nasm\nasmlib\perfhash.c,130,2552,55,15
..\..\third_party\nasm\nasmlib\raa.c,160,2667,203,15
..\..\third_party\nasm\nasmlib\rbtree.c,118,1790,119,12
..\..\third_party\nasm\nasmlib\readnum.c,151,7166,172,26
..\..\third_party\nasm\nasmlib\realpath.c,127,2414,135,13
